ORDERNUMBER,PRODUCTCODE,CUSTOMERNAME,ORDERDATE,STATUS,DEALSIZE,QUANTITYORDERED,PRICEEACH,SALES
10188,S24_1578,Herkku Gifts,18/11/2018,Shipped,Small,25,101.43,2535.75
10211,S24_1578,Auto Canal Petit,15/01/2019,Shipped,Small,25,90.16,2254
10223,S24_1578,"Australian Collectors, Co.",20/02/2019,Shipped,Small,32,91.29,2921.28
10237,S24_1578,Vitachrome Inc.,5/4/2019,Shipped,Small,20,114.95,2299
10251,S24_1578,Tekni Collectables Inc.,18/05/2019,Shipped,Small,26,101.43,2637.18
10263,S24_1578,Gift Depot Inc.,28/06/2019,Shipped,Medium,42,102.56,4307.52
10275,S24_1578,La Rochelle Gifts,23/07/2019,Shipped,Small,21,102.56,2153.76
10285,S24_1578,Marta's Replicas Co.,27/08/2019,Shipped,Medium,34,109.32,3716.88
10299,S24_1578,"Toys of Finland, Co.",30/09/2019,Shipped,Medium,47,116.08,5455.76
10309,S24_1578,Baane Mini Imports,15/10/2019,Shipped,Small,21,126.22,2650.62
10318,S24_1578,Diecast Classics Inc.,2/11/2019,Shipped,Medium,48,134.11,6437.28
10329,S24_1578,Land of Toys Inc.,15/11/2019,Shipped,Small,30,87.78,2633.4
10339,S24_1578,"Tokyo Collectables, Ltd",23/11/2019,Shipped,Small,27,84.39,2278.53
10362,S24_1578,Technics Stores Inc.,5/1/2020,Shipped,Medium,50,96.92,4846
10374,S24_1578,"Australian Gift Network, Co",2/2/2020,Shipped,Medium,38,110.45,4197.1
10389,S24_1578,Scandinavian Gift Ideas,3/3/2020,Shipped,Medium,45,102.17,4597.65
10403,S24_1578,"UK Collectables, Ltd.",8/4/2020,Shipped,Medium,46,114.95,5287.7
10417,S24_1578,Euro Shopping Channel,13/05/2020,Disputed,Medium,35,101.43,3550.05
10110,S24_1628,"AV Stores, Co.",18/03/2018,Shipped,Small,29,59.37,1721.73
10123,S24_1628,Atelier graphique,20/05/2018,Shipped,Small,50,59.87,2993.5
10137,S24_1628,Reims Collectables,10/7/2018,Shipped,Small,26,49.81,1295.06
10148,S24_1628,"Anna's Decorations, Ltd",11/9/2018,Shipped,Small,47,56.85,2671.95
10161,S24_1628,Heintze Collectables,17/10/2018,Shipped,Small,23,53.33,1226.59
10172,S24_1628,Gift Depot Inc.,5/11/2018,Shipped,Small,34,42.76,1453.84
10181,S24_1628,Herkku Gifts,12/11/2018,Shipped,Small,34,53.83,1830.22
10192,S24_1628,Online Diecast Creations Co.,20/11/2018,Shipped,Small,47,53.83,2530.01
10204,S24_1628,Muscle Machine Inc,2/12/2018,Shipped,Small,45,49.81,2241.45
10212,S24_1628,Euro Shopping Channel,16/01/2019,Shipped,Small,45,53.33,2399.85
10226,S24_1628,Collectable Mini Designs Co.,26/02/2019,Shipped,Small,36,43.27,1557.72
10241,S24_1628,Mini Caravy,13/04/2019,Shipped,Small,21,40.25,845.25
10266,S24_1628,L'ordine Souveniers,6/7/2019,Shipped,Small,28,48.3,1352.4
10278,S24_1628,Signal Gift Stores,6/8/2019,Shipped,Small,35,45.28,1584.8
10288,S24_1628,Handji Gifts& Co,1/9/2019,Shipped,Small,50,52.32,2616
10301,S24_1628,"Norway Gifts By Mail, Co.",5/10/2018,Shipped,Small,22,51.32,1129.04
10311,S24_1628,Euro Shopping Channel,16/10/2019,Shipped,Small,45,49.3,2218.5
10321,S24_1628,FunGiftIdeas.com,4/11/2019,Shipped,Small,48,42.26,2028.48
10332,S24_1628,"AV Stores, Co.",17/11/2019,Shipped,Small,20,87.96,1759.2
10343,S24_1628,Reims Collectables,24/11/2019,Shipped,Small,27,36.21,977.67
10367,S24_1628,Toys4GrownUps.com,12/1/2020,Resolved,Small,38,38.5,1463
10379,S24_1628,Euro Shopping Channel,10/2/2020,Shipped,Medium,32,124.08,3970.56
10407,S24_1628,The Sharp Gifts Warehouse,22/04/2020,On Hold,Small,64,40.25,2576
10420,S24_1628,Souveniers And Things Co.,29/05/2020,In Process,Small,37,60.37,2233.69
10106,S24_1785,Rovelli Gifts,17/02/2018,Shipped,Small,28,88.63,2481.64
10120,S24_1785,"Australian Collectors, Co.",29/04/2018,Shipped,Medium,39,119.27,4651.53
10133,S24_1785,Euro Shopping Channel,27/06/2018,Shipped,Medium,41,94.1,3858.1
10145,S24_1785,Toys4GrownUps.com,25/08/2018,Shipped,Medium,40,87.54,3501.6
10168,S24_1785,Technics Stores Inc.,28/10/2018,Shipped,Medium,49,131.3,6433.7
10210,S24_1785,Osaka Souveniers Co.,12/1/2019,Shipped,Small,27,98.48,2658.96
10223,S24_1785,"Australian Collectors, Co.",20/02/2019,Shipped,Medium,34,106.14,3608.76
10235,S24_1785,"Royal Canadian Collectables, Ltd.",2/4/2019,Shipped,Small,23,96.29,2214.67
10250,S24_1785,The Sharp Gifts Warehouse,11/5/2019,Shipped,Small,31,88.63,2747.53
10262,S24_1785,Euro Shopping Channel,24/06/2019,Cancelled,Medium,34,97.38,3310.92
10275,S24_1785,La Rochelle Gifts,23/07/2019,Shipped,Small,25,95.2,2380
10284,S24_1785,"Norway Gifts By Mail, Co.",21/08/2019,Shipped,Small,22,105.04,2310.88
10297,S24_1785,"Clover Collections, Co.",16/09/2019,Shipped,Medium,32,126.93,4061.76
10308,S24_1785,Mini Classics,15/10/2019,Shipped,Medium,31,112.7,3493.7
10316,S24_1785,giftsbymail.co.uk,1/11/2019,Shipped,Small,25,114.89,2872.25
10328,S24_1785,Rovelli Gifts,12/11/2019,Shipped,Medium,47,87.54,4114.38
10339,S24_1785,"Tokyo Collectables, Ltd",23/11/2019,Shipped,Small,21,50.65,1063.65
10353,S24_1785,Gift Ideas Corp.,4/12/2019,Shipped,Small,28,71.73,2008.44
10374,S24_1785,"Australian Gift Network, Co",2/2/2020,Shipped,Medium,46,94.1,4328.6
10386,S24_1785,Euro Shopping Channel,1/3/2020,Resolved,Small,33,41.71,1376.43
10398,S24_1785,Reims Collectables,30/03/2020,Shipped,Medium,43,129.12,5552.16
10401,S24_1785,Tekni Collectables Inc.,3/4/2020,On Hold,Medium,38,96.29,3659.02
10416,S24_1785,L'ordine Souveniers,10/5/2020,Shipped,Medium,47,88.63,4165.61
10101,S24_1937,"Blauer See Auto, Co.",9/1/2018,Shipped,Small,45,31.2,1404
10110,S24_1937,"AV Stores, Co.",18/03/2018,Shipped,Small,20,35.51,710.2
10124,S24_1937,Signal Gift Stores,21/05/2018,Shipped,Small,45,37.84,1702.8
10149,S24_1937,Signal Collectibles Ltd.,12/9/2018,Shipped,Small,36,33.19,1194.84
10173,S24_1937,Rovelli Gifts,5/11/2018,Shipped,Small,31,31.53,977.43
10182,S24_1937,Mini Gifts Distributors Ltd.,12/11/2018,Shipped,Small,39,36.84,1436.76
10193,S24_1937,"Australian Collectables, Ltd",21/11/2018,Shipped,Small,26,29.21,759.46
10205,S24_1937,Euro Shopping Channel,3/12/2018,Shipped,Small,32,37.17,1189.44
10214,S24_1937,"Corrida Auto Replicas, Ltd",26/01/2019,Shipped,Small,20,34.19,683.8
10227,S24_1937,"Saveley & Henriot, Co.",2/3/2019,Shipped,Small,42,29.21,1226.82
10243,S24_1937,Diecast Collectables,26/04/2019,Shipped,Small,33,29.54,974.82
10280,S24_1937,Amica Models & Co.,17/08/2019,Shipped,Small,20,28.88,577.6
10288,S24_1937,Handji Gifts& Co,1/9/2019,Shipped,Small,29,38.17,1106.93
10304,S24_1937,Auto Assoc. & Cie.,11/10/2019,Shipped,Small,23,30.2,694.6
10312,S24_1937,Mini Gifts Distributors Ltd.,21/10/2019,Shipped,Small,39,29.54,1152.06
10322,S24_1937,Online Diecast Creations Co.,4/11/2019,Shipped,Small,20,131.2,2624
10332,S24_1937,"AV Stores, Co.",17/11/2019,Shipped,Medium,45,81.91,3685.95
10344,S24_1937,Marseille Mini Autos,25/11/2019,Shipped,Small,20,35.18,703.6
10356,S24_1937,Lyon Souveniers,9/12/2019,Shipped,Large,48,202.5,9720
10367,S24_1937,Toys4GrownUps.com,12/1/2020,Resolved,Small,23,36.29,834.67
10380,S24_1937,Euro Shopping Channel,16/02/2020,Shipped,Small,32,70.56,2257.92
10391,S24_1937,"Anna's Decorations, Ltd",9/3/2020,Shipped,Large,33,252.87,8344.71
10409,S24_1937,Handji Gifts& Co,23/04/2020,Shipped,Small,61,29.54,1801.94
10420,S24_1937,Souveniers And Things Co.,29/05/2020,In Process,Small,45,26.88,1209.6
10107,S24_2000,Land of Toys Inc.,24/02/2018,Shipped,Medium,38,83.03,3155.14
10120,S24_2000,"Australian Collectors, Co.",29/04/2018,Shipped,Small,34,83.79,2848.86
10134,S24_2000,Lyon Souveniers,1/7/2018,Shipped,Medium,43,83.03,3570.29
10145,S24_2000,Toys4GrownUps.com,25/08/2018,Shipped,Medium,47,83.03,3902.41
10158,S24_2000,Baane Mini Imports,10/10/2018,Shipped,Small,22,67.03,1474.66
10168,S24_2000,Technics Stores Inc.,28/10/2018,Shipped,Small,29,75.41,2186.89
10180,S24_2000,Daedalus Designs Imports,11/11/2018,Shipped,Small,28,68.55,1919.4
10188,S24_2000,Herkku Gifts,18/11/2018,Shipped,Medium,40,91.4,3656
10210,S24_2000,Osaka Souveniers Co.,12/1/2019,Shipped,Small,30,61.7,1851
10223,S24_2000,"Australian Collectors, Co.",20/02/2019,Shipped,Small,38,69.31,2633.78
10236,S24_2000,Motor Mint Distributors Inc.,3/4/2019,Shipped,Medium,36,87.6,3153.6
10250,S24_2000,The Sharp Gifts Warehouse,11/5/2019,Shipped,Small,32,87.6,2803.2
10263,S24_2000,Gift Depot Inc.,28/06/2019,Shipped,Small,37,62.46,2311.02
10275,S24_2000,La Rochelle Gifts,23/07/2019,Shipped,Small,30,79.98,2399.4
10285,S24_2000,Marta's Replicas Co.,27/08/2019,Shipped,Small,39,70.08,2733.12
10297,S24_2000,"Clover Collections, Co.",16/09/2019,Shipped,Small,32,65.51,2096.32
10308,S24_2000,Mini Classics,15/10/2019,Shipped,Small,47,63.22,2971.34
10318,S24_2000,Diecast Classics Inc.,2/11/2019,Shipped,Small,26,86.83,2257.58
10329,S24_2000,Land of Toys Inc.,15/11/2019,Shipped,Medium,37,94.43,3493.91
10340,S24_2000,Enaco Distributors,24/11/2019,Shipped,Medium,55,79.98,4398.9
10363,S24_2000,Suominen Souveniers,6/1/2020,Shipped,Medium,21,171.22,3595.62
10375,S24_2000,La Rochelle Gifts,3/2/2020,Shipped,Small,23,106.23,2443.29
10389,S24_2000,Scandinavian Gift Ideas,3/3/2020,Shipped,Medium,49,81.4,3988.6
10402,S24_2000,Auto Canal Petit,7/4/2020,Shipped,Medium,59,87.6,5168.4
10416,S24_2000,L'ordine Souveniers,10/5/2020,Shipped,Small,32,87.6,2803.2
10105,S24_2011,Danish Wholesale Imports,11/2/2018,Shipped,Medium,43,147.47,6341.21
10117,S24_2011,"Dragon Souveniers, Ltd.",16/04/2018,Shipped,Medium,41,126.58,5189.78
10129,S24_2011,"Stylish Desk Decors, Co.",12/6/2018,Shipped,Medium,45,133.95,6027.75
10142,S24_2011,Mini Gifts Distributors Ltd.,8/8/2018,Shipped,Medium,33,102,3366
10153,S24_2011,Euro Shopping Channel,28/09/2018,Shipped,Medium,40,136.41,5456.4
10167,S24_2011,Scandinavian Gift Ideas,23/10/2018,Cancelled,Medium,33,115.52,3812.16
10177,S24_2011,CAF Imports,7/11/2018,Shipped,Medium,50,121.66,6083
10185,S24_2011,Mini Creations Ltd.,14/11/2018,Shipped,Medium,30,105.69,3170.7
10197,S24_2011,Enaco Distributors,26/11/2018,Shipped,Medium,41,110.6,4534.6
10208,S24_2011,"Saveley & Henriot, Co.",2/1/2019,Shipped,Medium,35,122.89,4301.15
10221,S24_2011,Petit Auto,18/02/2019,Shipped,Medium,49,138.87,6804.63
10232,S24_2011,giftsbymail.co.uk,20/03/2019,Shipped,Medium,46,122.89,5652.94
10248,S24_2011,Land of Toys Inc.,7/5/2019,Cancelled,Medium,48,145.01,6960.48
10261,S24_2011,Quebec Home Shopping Network,17/06/2019,Shipped,Medium,36,125.35,4512.6
10273,S24_2011,Petit Auto,21/07/2019,Shipped,Small,22,126.58,2784.76
10283,S24_2011,"Royal Canadian Collectables, Ltd.",20/08/2019,Shipped,Medium,42,126.58,5316.36
10293,S24_2011,Amica Models & Co.,9/9/2019,Shipped,Small,21,140.09,2941.89
10306,S24_2011,"AV Stores, Co.",14/10/2019,Shipped,Medium,29,110.6,3207.4
10315,S24_2011,La Rochelle Gifts,29/10/2019,Shipped,Medium,35,120.43,4215.05
10326,S24_2011,"Volvo Model Replicas, Co",9/11/2019,Shipped,Medium,41,105.69,4333.29
10337,S24_2011,Classic Legends Inc.,21/11/2019,Shipped,Small,29,71.97,2087.13
10350,S24_2011,Euro Shopping Channel,2/12/2019,Shipped,Small,34,50.33,1711.22
10372,S24_2011,"Tokyo Collectables, Ltd",26/01/2020,Shipped,Medium,37,105.69,3910.53
10396,S24_2011,Mini Gifts Distributors Ltd.,23/03/2020,Shipped,Medium,49,116.75,5720.75
10414,S24_2011,Gifts4AllAges.com,6/5/2020,On Hold,Medium,23,145.01,3335.23
10101,S24_2022,"Blauer See Auto, Co.",9/1/2018,Shipped,Small,46,53.76,2472.96
10110,S24_2022,"AV Stores, Co.",18/03/2018,Shipped,Small,39,44.35,1729.65
10124,S24_2022,Signal Gift Stores,21/05/2018,Shipped,Small,22,45.25,995.5
10149,S24_2022,Signal Collectibles Ltd.,12/9/2018,Shipped,Small,49,49.28,2414.72
10173,S24_2022,Rovelli Gifts,5/11/2018,Shipped,Small,27,41.22,1112.94
10182,S24_2022,Mini Gifts Distributors Ltd.,12/11/2018,Shipped,Small,31,36.74,1138.94
10193,S24_2022,"Australian Collectables, Ltd",21/11/2018,Shipped,Small,20,50.62,1012.4
10205,S24_2022,Euro Shopping Channel,3/12/2018,Shipped,Small,24,38.08,913.92
10214,S24_2022,"Corrida Auto Replicas, Ltd",26/01/2019,Shipped,Small,49,47.94,2349.06
10227,S24_2022,"Saveley & Henriot, Co.",2/3/2019,Shipped,Small,24,48.38,1161.12
10244,S24_2022,Euro Shopping Channel,29/04/2019,Shipped,Small,39,45.25,1764.75
10255,S24_2022,Mini Caravy,4/6/2019,Shipped,Small,37,45.7,1690.9
10280,S24_2022,Amica Models & Co.,17/08/2019,Shipped,Small,45,47.49,2137.05
10289,S24_2022,Herkku Gifts,3/9/2019,Shipped,Small,45,48.38,2177.1
10304,S24_2022,Auto Assoc. & Cie.,11/10/2019,Shipped,Small,44,39.42,1734.48
10312,S24_2022,Mini Gifts Distributors Ltd.,21/10/2019,Shipped,Small,23,37.63,865.49
10322,S24_2022,Online Diecast Creations Co.,4/11/2019,Shipped,Medium,30,116.67,3500.1
10332,S24_2022,"AV Stores, Co.",17/11/2019,Shipped,Small,26,85.52,2223.52
10345,S24_2022,Atelier graphique,25/11/2019,Shipped,Small,43,53.76,2311.68
10356,S24_2022,Lyon Souveniers,9/12/2019,Shipped,Small,26,31.86,828.36
10367,S24_2022,Toys4GrownUps.com,12/1/2020,Resolved,Small,28,30.59,856.52
10380,S24_2022,Euro Shopping Channel,16/02/2020,Shipped,Small,27,68.35,1845.45
10391,S24_2022,"Anna's Decorations, Ltd",9/3/2020,Shipped,Medium,24,168.42,4042.08
10421,S24_2022,Mini Gifts Distributors Ltd.,29/05/2020,In Process,Small,40,45.7,1828
10103,S24_2300,Baane Mini Imports,29/01/2018,Shipped,Medium,36,102.23,3680.28
10114,S24_2300,"La Corne D'abondance, Co.",1/4/2018,Shipped,Small,21,139.29,2925.09
10126,S24_2300,"Corrida Auto Replicas, Ltd",28/05/2018,Shipped,Medium,27,126.51,3415.77
10140,S24_2300,Technics Stores Inc.,24/07/2018,Shipped,Medium,47,108.62,5105.14
10151,S24_2300,"Oulu Toy Supplies, Inc.",21/09/2018,Shipped,Medium,42,121.4,5098.8
10165,S24_2300,"Dragon Souveniers, Ltd.",22/10/2018,Shipped,Medium,32,145.68,4661.76
10175,S24_2300,"Stylish Desk Decors, Co.",6/11/2018,Shipped,Small,28,106.07,2969.96
10184,S24_2300,"Iberia Gift Imports, Corp.",14/11/2018,Shipped,Medium,24,145.68,3496.32
10194,S24_2300,"Saveley & Henriot, Co.",25/11/2018,Shipped,Medium,49,117.57,5760.93
10207,S24_2300,Diecast Collectables,9/12/2018,Shipped,Medium,46,148.24,6819.04
10217,S24_2300,Handji Gifts& Co,4/2/2019,Shipped,Medium,28,112.46,3148.88
10229,S24_2300,Mini Gifts Distributors Ltd.,11/3/2019,Shipped,Medium,48,118.84,5704.32
10246,S24_2300,Euro Shopping Channel,5/5/2019,Shipped,Medium,29,121.4,3520.6
10259,S24_2300,Handji Gifts& Co,15/06/2019,Shipped,Medium,47,112.46,5285.62
10271,S24_2300,Mini Gifts Distributors Ltd.,20/07/2019,Shipped,Medium,43,130.35,5605.05
10281,S24_2300,Diecast Classics Inc.,19/08/2019,Shipped,Small,25,111.18,2779.5
10291,S24_2300,Scandinavian Gift Ideas,8/9/2019,Shipped,Medium,48,112.46,5398.08
10305,S24_2300,Marta's Replicas Co.,13/10/2019,Shipped,Medium,24,132.9,3189.6
10313,S24_2300,Canadian Gift Exchange Network,22/10/2019,Shipped,Medium,42,132.9,5581.8
10324,S24_2300,Vitachrome Inc.,5/11/2019,Shipped,Medium,31,123.24,3820.44
10334,S24_2300,"Volvo Model Replicas, Co",19/11/2019,On Hold,Medium,42,131.62,5528.04
10348,S24_2300,"Corrida Auto Replicas, Ltd",1/11/2019,Shipped,Medium,37,161.66,5981.42
10358,S24_2300,Euro Shopping Channel,10/12/2019,Shipped,Medium,41,138.65,5684.65
10371,S24_2300,Mini Gifts Distributors Ltd.,23/01/2020,Shipped,Medium,20,172.47,3449.4
10382,S24_2300,Mini Gifts Distributors Ltd.,17/02/2020,Shipped,Small,20,132.72,2654.4
10412,S24_2300,Euro Shopping Channel,3/5/2020,Shipped,Large,70,121.4,8498
10425,S24_2300,La Rochelle Gifts,31/05/2020,In Process,Medium,49,112.46,5510.54
10108,S24_2360,Cruz & Sons Co.,3/3/2018,Shipped,Small,35,58.87,2060.45
10121,S24_2360,Reims Collectables,7/5/2018,Shipped,Small,32,76.88,2460.16
10135,S24_2360,Mini Gifts Distributors Ltd.,2/7/2018,Shipped,Small,29,61.64,1787.56
10145,S24_2360,Toys4GrownUps.com,25/08/2018,Shipped,Small,27,60.95,1645.65
10169,S24_2360,"Anna's Decorations, Ltd",4/11/2018,Shipped,Small,38,74.11,2816.18
10180,S24_2360,Daedalus Designs Imports,11/11/2018,Shipped,Small,35,72.03,2521.05
10190,S24_2360,Euro Shopping Channel,19/11/2018,Shipped,Medium,42,76.19,3199.98
10211,S24_2360,Auto Canal Petit,15/01/2019,Shipped,Small,21,63.72,1338.12
10224,S24_2360,Daedalus Designs Imports,21/02/2019,Shipped,Small,37,80.34,2972.58
10237,S24_2360,Vitachrome Inc.,5/4/2019,Shipped,Small,26,79.65,2070.9
10252,S24_2360,Auto Canal Petit,26/05/2019,Shipped,Medium,47,65.8,3092.6
10264,S24_2360,Gifts4AllAges.com,30/06/2019,Shipped,Small,37,65.1,2408.7
10276,S24_2360,Online Mini Collectables,2/8/2019,Shipped,Medium,46,75.49,3472.54
10285,S24_2360,Marta's Replicas Co.,27/08/2019,Shipped,Small,38,59.56,2263.28
10299,S24_2360,"Toys of Finland, Co.",30/09/2019,Shipped,Small,33,66.49,2194.17
10309,S24_2360,Baane Mini Imports,15/10/2019,Shipped,Small,24,56.1,1346.4
10319,S24_2360,Microscale Inc.,3/11/2019,Shipped,Small,31,81.73,2533.63
10330,S24_2360,Cruz & Sons Co.,16/11/2019,Shipped,Medium,42,81.03,3403.26
10341,S24_2360,Salzburg Collectables,24/11/2019,Shipped,Medium,32,103.35,3307.2
10355,S24_2360,Euro Shopping Channel,7/12/2019,Shipped,Small,41,70.65,2896.65
10363,S24_2360,Suominen Souveniers,6/1/2020,Shipped,Small,43,61.23,2632.89
10375,S24_2360,La Rochelle Gifts,3/2/2020,Shipped,Small,20,102.3,2046
10390,S24_2360,Mini Gifts Distributors Ltd.,4/3/2020,Shipped,Small,35,65.13,2279.55
10403,S24_2360,"UK Collectables, Ltd.",8/4/2020,Shipped,Small,27,79.65,2150.55
10110,S24_2766,"AV Stores, Co.",18/03/2018,Shipped,Medium,43,78.15,3360.45
10124,S24_2766,Signal Gift Stores,21/05/2018,Shipped,Small,32,72.7,2326.4
10148,S24_2766,"Anna's Decorations, Ltd",11/9/2018,Shipped,Small,21,73.6,1545.6
10161,S24_2766,Heintze Collectables,17/10/2018,Shipped,Small,20,107.23,2144.6
10172,S24_2766,Gift Depot Inc.,5/11/2018,Shipped,Small,22,74.51,1639.22
10182,S24_2766,Mini Gifts Distributors Ltd.,12/11/2018,Shipped,Small,36,73.6,2649.6
10192,S24_2766,Online Diecast Creations Co.,20/11/2018,Shipped,Medium,46,83.6,3845.6
10204,S24_2766,Muscle Machine Inc,2/12/2018,Shipped,Medium,47,96.32,4527.04
10212,S24_2766,Euro Shopping Channel,16/01/2019,Shipped,Medium,45,88.14,3966.3
10227,S24_2766,"Saveley & Henriot, Co.",2/3/2019,Shipped,Medium,47,88.14,4142.58
10241,S24_2766,Mini Caravy,13/04/2019,Shipped,Medium,47,94.5,4441.5
10267,S24_2766,Muscle Machine Inc,7/7/2019,Shipped,Medium,38,87.24,3315.12
10279,S24_2766,Euro Shopping Channel,9/8/2019,Shipped,Medium,49,79.97,3918.53
10288,S24_2766,Handji Gifts& Co,1/9/2019,Shipped,Small,35,80.87,2830.45
10302,S24_2766,"UK Collectables, Ltd.",6/10/2018,Shipped,Medium,49,108.14,5298.86
10311,S24_2766,Euro Shopping Channel,16/10/2019,Shipped,Small,28,93.6,2620.8
10321,S24_2766,FunGiftIdeas.com,4/11/2019,Shipped,Small,30,72.7,2181
10332,S24_2766,"AV Stores, Co.",17/11/2019,Shipped,Medium,39,86.72,3382.08
10346,S24_2766,Signal Gift Stores,29/11/2019,Shipped,Small,25,115.07,2876.75
10368,S24_2766,Mini Gifts Distributors Ltd.,19/01/2020,Shipped,Medium,40,102.68,4107.2
10380,S24_2766,Euro Shopping Channel,16/02/2020,Shipped,Small,36,37.5,1350
10407,S24_2766,The Sharp Gifts Warehouse,22/04/2020,On Hold,Large,76,94.5,7182
10420,S24_2766,Souveniers And Things Co.,29/05/2020,In Process,Medium,39,100.87,3933.93
10104,S24_2840,Euro Shopping Channel,31/01/2018,Shipped,Small,44,39.6,1742.4
10114,S24_2840,"La Corne D'abondance, Co.",1/4/2018,Shipped,Small,24,30.06,721.44
10127,S24_2840,Muscle Machine Inc,3/6/2018,Shipped,Small,39,38.19,1489.41
10141,S24_2840,Suominen Souveniers,1/8/2018,Shipped,Small,21,42.43,891.03
10151,S24_2840,"Oulu Toy Supplies, Inc.",21/09/2018,Shipped,Small,30,40.31,1209.3
10165,S24_2840,"Dragon Souveniers, Ltd.",22/10/2018,Shipped,Small,27,31.82,859.14
10175,S24_2840,"Stylish Desk Decors, Co.",6/11/2018,Shipped,Small,37,31.12,1151.44
10184,S24_2840,"Iberia Gift Imports, Corp.",14/11/2018,Shipped,Small,42,31.82,1336.44
10195,S24_2840,Mini Classics,25/11/2018,Shipped,Small,32,28.29,905.28
10207,S24_2840,Diecast Collectables,9/12/2018,Shipped,Small,42,29.7,1247.4
10219,S24_2840,Signal Collectibles Ltd.,10/2/2019,Shipped,Small,21,40.31,846.51
10229,S24_2840,Mini Gifts Distributors Ltd.,11/3/2019,Shipped,Small,33,32.88,1085.04
10246,S24_2840,Euro Shopping Channel,5/5/2019,Shipped,Small,49,36.07,1767.43
10259,S24_2840,Handji Gifts& Co,15/06/2019,Shipped,Small,31,33.24,1030.44
10271,S24_2840,Mini Gifts Distributors Ltd.,20/07/2019,Shipped,Small,38,41.72,1585.36
10281,S24_2840,Diecast Classics Inc.,19/08/2019,Shipped,Small,20,40.66,813.2
10292,S24_2840,Land of Toys Inc.,8/9/2019,Shipped,Small,39,30.06,1172.34
10305,S24_2840,Marta's Replicas Co.,13/10/2019,Shipped,Small,48,31.47,1510.56
10314,S24_2840,Heintze Collectables,22/10/2019,Shipped,Small,39,37.13,1448.07
10324,S24_2840,Vitachrome Inc.,5/11/2019,Shipped,Medium,30,111.27,3338.1
10335,S24_2840,Mini Gifts Distributors Ltd.,19/11/2019,Shipped,Small,33,37.13,1225.29
10349,S24_2840,Muscle Machine Inc,1/12/2019,Shipped,Small,36,37.13,1336.68
10358,S24_2840,Euro Shopping Channel,10/12/2019,Shipped,Small,36,82.94,2985.84
10371,S24_2840,Mini Gifts Distributors Ltd.,23/01/2020,Shipped,Medium,45,123.24,5545.8
10383,S24_2840,Euro Shopping Channel,22/02/2020,Shipped,Medium,40,152.24,6089.6
10394,S24_2840,Euro Shopping Channel,15/03/2020,Shipped,Small,46,38.9,1789.4
10412,S24_2840,Euro Shopping Channel,3/5/2020,Shipped,Small,30,36.07,1082.1
10425,S24_2840,La Rochelle Gifts,31/05/2020,In Process,Small,31,33.24,1030.44
10106,S24_2841,Rovelli Gifts,17/02/2018,Shipped,Medium,49,74.68,3659.32
10119,S24_2841,Salzburg Collectables,28/04/2018,Shipped,Small,41,59.6,2443.6
10131,S24_2841,Gift Ideas Corp.,16/06/2018,Shipped,Small,35,67.14,2349.9
10143,S24_2841,Mini Creations Ltd.,10/8/2018,Shipped,Small,27,60.97,1646.19
10155,S24_2841,"Toys of Finland, Co.",6/10/2018,Shipped,Small,23,72.62,1670.26
10167,S24_2841,Scandinavian Gift Ideas,23/10/2018,Cancelled,Small,21,69.88,1467.48
10178,S24_2841,Alpha Cognac,8/11/2018,Shipped,Small,34,80.84,2748.56
10186,S24_2841,"Double Decker Gift Stores, Ltd",14/11/2018,Shipped,Small,22,69.2,1522.4
10198,S24_2841,Cruz & Sons Co.,27/11/2018,Shipped,Medium,48,67.82,3255.36
10222,S24_2841,Collectable Mini Designs Co.,19/02/2019,Shipped,Small,32,81.53,2608.96
10249,S24_2841,Cambridge Collectables Co.,8/5/2019,Shipped,Small,20,67.82,1356.4
10262,S24_2841,Euro Shopping Channel,24/06/2019,Cancelled,Small,24,67.14,1611.36
10274,S24_2841,Collectables For Less Inc.,21/07/2019,Shipped,Small,40,65.08,2603.2
10284,S24_2841,"Norway Gifts By Mail, Co.",21/08/2019,Shipped,Small,30,73.99,2219.7
10296,S24_2841,"Bavarian Collectables Imports, Co.",15/09/2019,Shipped,Small,21,71.25,1496.25
10307,S24_2841,"Classic Gift Ideas, Inc",14/10/2019,Shipped,Small,25,75.36,1884
10316,S24_2841,giftsbymail.co.uk,1/11/2019,Shipped,Small,34,63.71,2166.14
10328,S24_2841,Rovelli Gifts,12/11/2019,Shipped,Small,48,58.92,2828.16
10339,S24_2841,"Tokyo Collectables, Ltd",23/11/2019,Shipped,Medium,55,112.99,6214.45
10351,S24_2841,"Stylish Desk Decors, Co.",3/12/2019,Shipped,Small,25,74.68,1867
10373,S24_2841,"Oulu Toy Supplies, Inc.",31/01/2020,Shipped,Small,38,70.44,2676.72
10386,S24_2841,Euro Shopping Channel,1/3/2020,Resolved,Small,39,55.96,2182.44
10398,S24_2841,Reims Collectables,30/03/2020,Shipped,Small,28,57.55,1611.4
10400,S24_2841,The Sharp Gifts Warehouse,1/4/2020,Shipped,Small,24,61.66,1479.84
10415,S24_2841,"Australian Collectables, Ltd",9/5/2020,Disputed,Small,21,67.82,1424.22
10110,S24_2887,"AV Stores, Co.",18/03/2018,Shipped,Medium,46,129.18,5942.28
10124,S24_2887,Signal Gift Stores,21/05/2018,Shipped,Small,25,93.95,2348.75
10148,S24_2887,"Anna's Decorations, Ltd",11/9/2018,Shipped,Medium,34,129.18,4392.12
